Tournament,Country,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Cluster
199,44,3975,2,1,1,2,5,20,795,620,8.0,26.0,3610.0,1430.0,1.12,6.0,1471,2
199,44,3975,2,1,1,2,5,369,660,282,23.0,13.0,1510.0,2625.0,1.9,1.9,1625,2
199,44,3975,2,1,1,2,5,449,248,193,48.0,1.0,959.0,12415.0,23.0,1.01,2326,2
199,44,3975,2,1,1,2,5,1091,298,835,37.0,89.0,1235.0,639.0,1.57,2.37,4364,2
199,44,3975,2,1,1,2,5,37,447,348,21.0,66.0,1654.0,822.0,1.22,4.33,1547,2
199,44,3976,2,1,1,2,5,763,471,585,7.0,71.0,4040.0,750.0,1.2,4.5,4175,2
199,44,3976,2,1,1,2,5,691,828,644,64.0,65.0,850.0,830.0,3.75,1.28,4764,2
199,44,3976,2,1,1,2,5,921,318,703,94.0,10.0,611.0,2785.0,3.5,1.3,3730,2
199,44,3976,2,1,1,2,5,1008,547,431,33.0,58.0,1265.0,885.0,1.22,4.33,1228,2
199,44,3976,2,1,1,2,5,81,921,67,20.0,24.0,1665.0,1485.0,1.3,3.5,4849,2
199,44,3976,2,1,1,2,5,1052,727,568,72.0,2.0,750.0,7945.0,5.0,1.16,449,2
199,44,3976,2,1,1,2,5,303,818,236,3.0,28.0,6620.0,1340.0,1.08,8.0,5118,2
199,44,3976,2,1,1,2,3,293,963,755,61.0,69.0,860.0,770.0,1.36,3.2,3991,2
199,44,3977,2,1,1,3,5,369,1063,282,23.0,37.0,1510.0,1235.0,1.33,3.4,5309,2
199,44,3977,2,1,1,3,5,990,727,568,69.0,2.0,770.0,7945.0,17.0,1.02,429,2
199,44,3977,2,1,1,3,5,60,778,48,22.0,32.0,1600.0,1278.0,1.22,4.33,3693,2
199,44,3977,2,1,1,3,5,921,828,644,94.0,65.0,611.0,830.0,5.0,1.16,2009,2
199,44,3977,2,1,1,3,5,241,447,193,1.0,66.0,12415.0,822.0,1.02,17.0,3501,2
199,44,3977,2,1,1,3,5,853,795,620,17.0,26.0,1945.0,1430.0,1.2,4.5,3565,2
199,44,3977,2,1,1,3,5,763,547,585,7.0,58.0,4040.0,885.0,1.12,6.0,3309,2
199,44,3977,2,1,1,3,5,81,305,236,20.0,3.0,1665.0,6620.0,7.0,1.1,142,2
199,44,3978,2,1,1,4,5,241,361,193,1.0,23.0,12415.0,1510.0,1.08,8.0,4095,2
199,44,3978,2,1,1,4,5,806,67,48,26.0,22.0,1430.0,1600.0,4.5,1.2,2101,2
199,44,3978,2,1,1,4,5,303,751,236,3.0,7.0,6620.0,4040.0,1.11,6.5,1602,2
199,44,3978,2,1,1,4,5,838,727,568,65.0,2.0,830.0,7945.0,6.0,1.12,2053,2
199,44,3979,2,1,1,6,5,241,67,193,1.0,22.0,12415.0,1600.0,1.08,8.0,2888,2
199,44,3979,2,1,1,6,5,741,305,236,2.0,3.0,7945.0,6620.0,1.72,2.1,4534,2
199,44,3980,2,1,1,7,5,241,305,193,1.0,3.0,12415.0,6620.0,1.55,2.6,5283,2
167,39,3981,0,1,0,0,3,731,146,108,90.0,77.0,620.0,737.0,1.83,1.83,1695,0
167,39,3981,0,1,0,0,3,1141,208,875,124.0,128.0,447.0,429.0,1.61,2.2,1912,0
167,39,3982,0,1,0,0,3,565,463,361,93.0,64.0,611.0,885.0,2.37,1.53,4494,0
167,39,3982,0,1,0,0,3,767,205,590,121.0,195.0,456.0,266.0,1.57,2.25,3095,0
167,39,3982,0,1,0,0,3,142,162,123,53.0,80.0,950.0,710.0,1.66,2.1,1809,0
167,39,3982,0,1,0,0,3,606,32,471,71.0,181.0,800.0,291.0,1.36,3.0,3482,0
167,39,3982,0,1,0,0,3,896,270,209,65.0,95.0,869.0,593.0,1.4,2.75,1406,0
167,39,3982,0,1,0,0,3,1140,703,874,116.0,88.0,476.0,624.0,2.2,1.61,3240,0
167,39,3982,0,1,0,0,3,1148,228,177,235.0,70.0,196.0,801.0,4.0,1.22,2195,0
167,39,3982,0,1,0,0,3,990,530,755,56.0,184.0,940.0,282.0,1.57,2.25,5611,0
167,39,3983,0,1,0,1,3,346,162,123,37.0,80.0,1234.0,710.0,1.53,2.37,1483,0
167,39,3983,0,1,0,1,3,470,1115,361,64.0,124.0,885.0,447.0,1.66,2.1,5119,0
167,39,3983,0,1,0,1,3,1091,840,656,26.0,99.0,1405.0,569.0,1.5,2.5,473,0
167,39,3983,0,1,0,1,3,139,270,108,77.0,95.0,737.0,593.0,1.57,2.25,2731,0
167,39,3984,0,1,0,1,3,197,228,177,46.0,70.0,1013.0,801.0,1.66,2.1,1483,0
167,39,3984,0,1,0,1,3,990,1114,755,56.0,116.0,940.0,476.0,1.57,2.25,1818,0
167,39,3984,0,1,0,1,3,767,342,265,121.0,50.0,456.0,965.0,2.5,1.5,3875,0
167,39,3984,0,1,0,1,3,606,234,471,71.0,94.0,800.0,610.0,1.57,2.25,1918,0
167,39,3985,0,1,0,4,3,160,463,361,80.0,64.0,710.0,885.0,1.8,2.0,173,0
167,39,3985,0,1,0,4,3,224,963,177,70.0,56.0,801.0,940.0,1.61,2.3,3095,0
167,39,3985,0,1,0,4,3,348,601,471,50.0,71.0,965.0,800.0,2.1,1.72,4686,0
167,39,3985,0,1,0,4,3,852,146,656,99.0,77.0,569.0,737.0,2.0,1.8,1589,0
167,39,3986,0,1,0,6,3,224,463,361,70.0,64.0,801.0,885.0,1.66,2.2,800,0
167,39,3986,0,1,0,6,3,606,840,471,71.0,99.0,800.0,569.0,2.1,1.72,3545,0
167,39,3987,0,1,0,7,3,606,463,361,71.0,64.0,800.0,885.0,2.3,1.61,4462,0
79,45,3981,0,1,1,0,3,465,1012,358,141.0,103.0,389.0,549.0,2.62,1.44,3111,0
79,45,3981,0,1,1,0,3,402,381,296,89.0,98.0,621.0,576.0,3.25,1.33,426,0
79,45,3981,0,1,1,0,3,23,486,19,113.0,82.0,512.0,679.0,3.75,1.25,5751,0
79,45,3981,0,1,1,0,3,461,899,703,107.0,72.0,534.0,781.0,2.62,1.44,1905,0
79,45,3982,0,1,1,0,3,126,113,98,83.0,150.0,675.0,370.0,2.0,1.72,3849,0
79,45,3982,0,1,1,0,3,934,271,211,97.0,110.0,578.0,526.0,2.1,1.66,240,0
79,45,3982,0,1,1,0,3,548,506,427,100.0,84.0,565.0,661.0,1.5,2.5,4334,0
79,45,3982,0,1,1,0,3,998,836,653,145.0,134.0,379.0,402.0,1.9,1.8,5162,0
79,45,3982,0,1,1,0,3,1044,479,799,167.0,127.0,327.0,433.0,1.44,2.62,1283,0
79,45,3982,0,1,1,0,3,477,294,228,68.0,188.0,830.0,278.0,1.25,3.75,4760,0
79,45,3982,0,1,1,0,3,1172,955,896,211.0,224.0,230.0,213.0,2.5,1.5,3701,0
79,45,3983,0,1,1,1,3,1044,135,98,167.0,83.0,327.0,675.0,1.53,2.37,3261,0
79,45,3983,0,1,1,1,3,266,543,211,110.0,100.0,526.0,565.0,2.25,1.57,2969,0
79,45,3983,0,1,1,1,3,1030,381,296,43.0,98.0,1037.0,576.0,1.66,2.1,687,0
79,45,3983,0,1,1,1,3,465,294,358,141.0,188.0,389.0,278.0,2.0,1.72,4150,0
79,45,3983,0,1,1,1,3,630,899,703,62.0,72.0,896.0,781.0,1.61,2.2,1388,0
79,45,3983,0,1,1,1,3,1172,26,896,211.0,113.0,230.0,512.0,1.72,2.0,4188,0
79,45,3983,0,1,1,1,3,627,455,354,102.0,15.0,550.0,2040.0,2.75,1.4,1953,0
79,45,3983,0,1,1,1,3,448,836,348,48.0,134.0,977.0,402.0,1.5,2.5,5525,0
79,45,3985,0,1,1,4,3,1172,381,296,211.0,98.0,230.0,576.0,3.0,1.4,772,0
79,45,3985,0,1,1,4,3,448,458,348,48.0,141.0,977.0,389.0,1.4,3.0,4988,0
79,45,3985,0,1,1,4,3,921,135,98,72.0,83.0,781.0,675.0,1.57,2.37,2385,0
79,45,3985,0,1,1,4,3,459,271,354,15.0,110.0,2040.0,526.0,1.33,3.4,1744,0
79,45,3986,0,1,1,6,3,387,135,98,98.0,83.0,576.0,675.0,1.5,2.62,4626,0
79,45,3986,0,1,1,6,3,459,447,354,15.0,48.0,2040.0,977.0,1.5,2.62,4862,0
79,45,3987,0,1,1,7,3,126,455,354,83.0,15.0,675.0,2040.0,3.4,1.33,4427,0
50,11,3981,0,1,0,0,3,1094,975,837,142.0,453.0,383.0,20.0,1.25,3.75,5391,0
50,11,3981,0,1,0,0,3,149,74,53,40.0,87.0,1085.0,625.0,2.0,1.72,800,0
50,11,3981,0,1,0,0,3,971,964,740,209.0,109.0,239.0,528.0,2.0,1.72,284,0
50,11,3982,0,1,0,0,3,516,48,34,61.0,152.0,905.0,365.0,1.53,2.37,3886,0
50,11,3982,0,1,0,0,3,613,1014,475,114.0,384.0,496.0,45.0,1.4,2.75,2279,0
50,11,3982,0,1,0,0,3,295,1016,797,92.0,105.0,614.0,543.0,2.37,1.53,800,0
50,11,3982,0,1,0,0,3,948,1023,724,290.0,161.0,124.0,336.0,2.37,1.53,3512,0
50,11,3982,0,1,0,0,3,337,54,38,197.0,208.0,259.0,241.0,3.4,1.3,118,0
50,11,3982,0,1,0,0,3,891,403,687,76.0,78.0,741.0,716.0,1.57,2.25,3482,0
50,11,3982,0,1,0,0,3,25,650,510,79.0,60.0,712.0,910.0,2.0,1.72,195,0
50,11,3982,0,1,0,0,3,539,204,419,58.0,112.0,928.0,518.0,1.16,5.0,5209,0
50,11,3982,0,1,0,0,3,724,151,113,81.0,125.0,682.0,441.0,1.57,2.25,2030,0
50,11,3983,0,1,0,1,3,47,533,38,208.0,58.0,241.0,928.0,3.0,1.36,3670,0
50,11,3983,0,1,0,1,3,1094,650,510,142.0,60.0,383.0,910.0,2.62,1.44,3360,0
50,11,3983,0,1,0,1,3,239,607,192,32.0,114.0,1290.0,496.0,1.25,3.75,3311,0
50,11,3984,0,1,0,1,3,948,48,34,290.0,152.0,124.0,365.0,2.75,1.4,837,0
50,11,3984,0,1,0,1,3,570,879,446,36.0,76.0,1251.0,741.0,2.0,1.72,4150,0
50,11,3984,0,1,0,1,3,188,151,113,14.0,125.0,2195.0,441.0,1.33,3.25,585,0
50,11,3984,0,1,0,1,3,66,947,53,87.0,209.0,625.0,239.0,1.33,3.25,5569,0
50,11,3985,0,1,0,4,3,660,246,192,60.0,32.0,910.0,1290.0,1.9,1.9,1953,0
50,11,3985,0,1,0,4,3,47,1016,38,208.0,105.0,241.0,543.0,2.1,1.72,1339,0
50,11,3985,0,1,0,4,3,66,565,446,87.0,36.0,625.0,1251.0,2.1,1.72,4973,0
50,11,3985,0,1,0,4,3,145,48,113,125.0,152.0,441.0,365.0,1.61,2.3,4090,0
50,11,3986,0,1,0,6,3,239,54,38,32.0,208.0,1290.0,241.0,1.5,2.62,473,0
50,11,3987,0,1,0,7,3,570,54,446,36.0,208.0,1251.0,241.0,1.5,2.62,5197,0
24,45,3988,0,1,2,0,3,548,814,632,101.0,95.0,565.0,588.0,2.2,1.61,871,0
24,45,3988,0,1,2,0,3,766,1007,589,54.0,43.0,950.0,1037.0,2.1,1.66,5442,0
24,45,3988,0,1,2,0,3,184,506,395,84.0,94.0,647.0,588.0,2.5,1.5,4494,0
24,45,3989,0,1,2,0,3,266,623,211,100.0,102.0,571.0,562.0,2.62,1.44,5569,0
24,45,3989,0,1,2,0,3,402,558,439,88.0,117.0,621.0,489.0,3.25,1.33,5478,0
24,45,3989,0,1,2,0,3,782,135,602,57.0,71.0,937.0,819.0,1.36,3.0,3701,0
24,45,3989,0,1,2,0,3,485,296,230,138.0,55.0,395.0,942.0,3.25,1.33,129,0
24,45,3989,0,1,2,0,3,1038,1008,795,106.0,41.0,537.0,1080.0,3.25,1.33,1774,0
24,45,3989,0,1,2,0,3,921,9,6,70.0,42.0,826.0,1046.0,1.83,1.83,1855,0
24,45,3990,0,1,2,0,3,495,957,383,66.0,180.0,854.0,300.0,1.33,3.25,5751,0
24,45,3990,0,1,2,0,3,238,500,392,53.0,405.0,952.0,34.0,1.12,6.0,2090,0
24,45,3990,0,1,2,1,3,824,428,632,95.0,39.0,588.0,1108.0,1.83,1.83,5119,0
24,45,3990,0,1,2,1,3,561,755,589,117.0,54.0,489.0,950.0,1.9,1.8,871,0
24,45,3990,0,1,2,1,3,293,9,230,55.0,42.0,942.0,1046.0,1.5,2.5,5500,0
24,45,3991,0,1,2,1,3,459,771,602,14.0,57.0,2290.0,937.0,1.53,2.37,4882,0
24,45,3991,0,1,2,1,3,1038,271,795,106.0,100.0,537.0,571.0,1.83,1.83,4334,0
24,45,3991,0,1,2,1,3,512,218,169,94.0,34.0,588.0,1285.0,2.62,1.44,1483,0
24,45,3992,0,1,2,1,3,326,500,251,32.0,405.0,1320.0,34.0,1.1,7.0,2990,0
24,45,3992,0,1,2,1,3,448,489,383,46.0,66.0,1019.0,854.0,1.9,1.8,426,0
24,45,3992,0,1,2,4,3,782,296,602,57.0,55.0,937.0,942.0,1.8,2.0,5729,0
24,45,3992,0,1,2,4,3,824,755,589,95.0,54.0,588.0,950.0,2.1,1.72,2090,0
24,45,3993,0,1,2,4,3,326,489,251,32.0,66.0,1320.0,854.0,1.61,2.3,2731,0
24,45,3993,0,1,2,6,3,782,218,169,57.0,34.0,937.0,1285.0,1.9,1.9,4839,0
24,45,3994,0,1,2,6,3,326,755,251,32.0,54.0,1320.0,950.0,1.36,3.2,2550,0
24,45,3994,0,1,2,7,3,326,218,169,32.0,34.0,1320.0,1285.0,2.1,1.72,1204,0
177,40,3988,0,1,0,0,3,1003,714,767,455.0,80.0,20.0,670.0,2.75,1.4,4188,0
177,40,3988,0,1,0,0,3,401,1066,837,130.0,142.0,422.0,383.0,2.62,1.44,2118,0
177,40,3988,0,1,0,0,3,139,607,108,74.0,114.0,762.0,509.0,1.33,3.25,4649,0
177,40,3988,0,1,0,0,3,767,28,20,120.0,79.0,476.0,712.0,2.0,1.72,262,0
177,40,3988,0,1,0,0,3,295,276,231,90.0,386.0,614.0,42.0,1.66,2.1,4311,0
177,40,3988,0,1,0,0,3,334,1016,797,215.0,98.0,224.0,576.0,2.37,1.53,4427,0
177,40,3989,0,1,0,0,3,731,465,562,89.0,103.0,620.0,557.0,1.28,3.5,2218,0
177,40,3989,0,1,0,0,3,873,709,555,167.0,265.0,331.0,161.0,1.72,2.0,426,0
177,40,3989,0,1,0,0,3,990,205,755,49.0,198.0,965.0,266.0,1.4,2.75,4188,0
177,40,3989,0,1,0,0,3,48,204,156,149.0,111.0,370.0,518.0,2.0,1.72,1483,0
177,40,3989,0,1,0,0,3,852,561,656,85.0,112.0,639.0,515.0,1.57,2.25,2442,0
177,40,3989,0,1,0,0,3,447,456,356,271.0,107.0,147.0,534.0,1.9,1.8,1204,0
177,40,3990,0,1,0,1,3,139,1016,108,74.0,98.0,762.0,576.0,1.57,2.25,3015,0
177,40,3990,0,1,0,1,3,1094,975,767,142.0,455.0,383.0,20.0,1.44,2.62,4686,0
177,40,3990,0,1,0,1,3,295,961,231,90.0,52.0,614.0,954.0,2.75,1.4,5357,0
177,40,3990,0,1,0,1,3,1091,840,656,30.0,85.0,1335.0,639.0,1.72,2.0,1855,0
177,40,3991,0,1,0,1,3,25,204,20,79.0,111.0,712.0,518.0,1.44,2.62,2563,0
177,40,3991,0,1,0,1,3,461,565,446,107.0,26.0,534.0,1456.0,4.0,1.22,2003,0
177,40,3991,0,1,0,1,3,990,709,755,49.0,265.0,965.0,161.0,1.44,2.62,4188,0
177,40,3991,0,1,0,1,3,731,67,48,89.0,13.0,620.0,2320.0,3.4,1.3,4462,0
177,40,3992,0,1,0,4,3,852,146,656,85.0,74.0,639.0,762.0,1.66,2.2,2948,0
177,40,3992,0,1,0,4,3,570,28,20,26.0,79.0,1456.0,712.0,1.8,2.0,4462,0
177,40,3992,0,1,0,4,3,990,67,755,49.0,13.0,965.0,2320.0,3.75,1.28,1764,0
177,40,3993,0,1,0,4,3,295,975,767,90.0,455.0,614.0,20.0,1.9,1.9,1628,0
177,40,3993,0,1,0,6,3,852,28,656,85.0,79.0,639.0,712.0,1.61,2.3,5611,0
177,40,3993,0,1,0,6,3,990,975,767,49.0,455.0,965.0,20.0,1.3,3.5,3158,0
177,40,3994,0,1,0,7,3,852,975,656,85.0,455.0,639.0,20.0,1.25,4.0,3482,0
73,15,3988,1,1,0,0,3,14,510,399,415.0,62.0,30.0,881.0,2.62,1.44,426,0
73,15,3988,1,1,0,0,3,327,515,252,50.0,72.0,965.0,805.0,2.1,1.66,3447,0
73,15,3988,1,1,0,0,3,791,162,123,28.0,77.0,1368.0,735.0,1.66,2.1,5488,0
73,15,3988,1,1,0,0,3,891,341,687,78.0,37.0,716.0,1234.0,2.2,1.61,4334,0
73,15,3988,1,1,0,0,3,660,694,541,51.0,150.0,955.0,369.0,1.36,3.0,4462,0
73,15,3989,1,1,0,0,3,58,234,46,16.0,87.0,1995.0,623.0,1.72,2.0,4150,0
73,15,3989,1,1,0,0,3,713,984,772,91.0,36.0,612.0,1265.0,2.1,1.66,156,0
73,15,3989,1,1,0,0,3,896,403,692,69.0,86.0,832.0,626.0,1.44,2.62,3288,0
73,15,3989,1,1,0,0,3,743,342,265,207.0,65.0,244.0,860.0,3.0,1.36,687,0
73,15,3989,1,1,0,0,3,1027,198,786,4.0,47.0,4595.0,1013.0,1.25,3.75,3701,0
73,15,3989,1,1,0,0,3,207,601,471,127.0,56.0,428.0,938.0,2.62,1.44,800,0
73,15,3989,1,1,0,0,3,142,414,111,59.0,223.0,917.0,207.0,1.66,2.1,5611,0
73,15,3989,1,1,0,0,3,470,1141,894,38.0,5.0,1135.0,4325.0,2.75,1.4,1406,0
73,15,3989,1,1,0,0,3,539,246,419,58.0,31.0,928.0,1335.0,1.66,2.1,3512,0
73,15,3989,1,1,0,0,3,149,228,177,63.0,67.0,880.0,846.0,2.62,1.44,5658,0
73,15,3989,1,1,0,0,3,319,581,247,10.0,374.0,2535.0,49.0,1.22,4.0,4188,0
73,15,3990,1,1,0,1,3,896,879,687,69.0,78.0,832.0,716.0,1.72,2.0,3409,0
73,15,3990,1,1,0,1,3,160,342,123,77.0,65.0,735.0,860.0,1.72,2.0,5729,0
73,15,3990,1,1,0,1,3,327,1004,786,50.0,4.0,965.0,4595.0,5.0,1.16,2036,0
73,15,3990,1,1,0,1,3,58,601,46,16.0,56.0,1995.0,938.0,2.2,1.61,3911,0
73,15,3991,1,1,0,1,3,516,533,419,62.0,58.0,881.0,928.0,2.62,1.44,5480,0
73,15,3991,1,1,0,1,3,142,984,111,59.0,36.0,917.0,1265.0,2.37,1.53,2731,0
73,15,3991,1,1,0,1,3,224,1141,894,67.0,5.0,846.0,4325.0,3.5,1.28,1855,0
73,15,3991,1,1,0,1,3,319,694,247,10.0,150.0,2535.0,369.0,1.33,3.25,5137,0
73,15,3992,1,1,0,4,3,160,64,46,77.0,16.0,735.0,1995.0,1.8,2.0,446,0
73,15,3992,1,1,0,4,3,891,1004,687,78.0,4.0,716.0,4595.0,6.0,1.12,5751,0
73,15,3992,1,1,0,4,3,539,1141,894,58.0,5.0,928.0,4325.0,3.2,1.36,2913,0
73,15,3992,1,1,0,4,3,142,318,111,59.0,10.0,917.0,2535.0,1.8,2.0,1041,0
73,15,3993,1,1,0,6,3,1170,64,46,5.0,16.0,4325.0,1995.0,1.44,2.75,1837,0
73,15,3993,1,1,0,6,3,891,149,687,78.0,59.0,716.0,917.0,1.8,2.0,1913,0
73,15,3994,1,1,0,7,3,891,64,46,78.0,16.0,716.0,1995.0,1.72,2.1,2242,0
70,2,3995,0,1,0,0,3,988,228,753,56.0,63.0,954.0,876.0,2.0,1.72,5721,0
70,2,3995,0,1,0,0,3,229,146,108,89.0,76.0,614.0,787.0,2.25,1.57,3251,0
70,2,3995,0,1,0,0,3,40,510,31,125.0,60.0,451.0,918.0,2.62,1.44,5721,0
70,2,3995,0,1,0,0,3,882,756,590,280.0,119.0,136.0,488.0,3.75,1.25,871,0
70,2,3995,0,1,0,0,3,160,154,123,74.0,62.0,805.0,880.0,1.72,2.0,5729,0
70,2,3996,0,1,0,0,3,295,720,562,82.0,88.0,653.0,620.0,3.25,1.33,4529,0
70,2,3996,0,1,0,0,3,25,650,20,75.0,81.0,802.0,655.0,2.2,1.61,1087,0
70,2,3996,0,1,0,0,3,343,530,416,158.0,326.0,335.0,82.0,1.72,2.0,5291,0
70,2,3996,0,1,0,0,3,522,342,403,73.0,68.0,805.0,860.0,2.0,1.72,3482,0
70,2,3996,0,1,0,0,3,142,884,692,47.0,65.0,1007.0,869.0,1.66,2.1,254,0
70,2,3996,0,1,0,0,3,773,681,595,167.0,258.0,307.0,168.0,2.1,1.66,5751,0
70,2,3996,0,1,0,0,3,327,840,656,54.0,69.0,965.0,860.0,1.66,2.1,5421,0
70,2,3997,0,1,0,1,3,160,565,123,74.0,26.0,805.0,1501.0,2.2,1.61,1172,0
70,2,3997,0,1,0,1,3,40,884,692,125.0,65.0,451.0,869.0,3.75,1.25,1855,0
70,2,3997,0,1,0,1,3,852,720,656,69.0,88.0,860.0,620.0,1.8,1.9,2990,0
70,2,3997,0,1,0,1,3,767,198,150,119.0,53.0,488.0,968.0,2.5,1.5,5234,0
70,2,3997,0,1,0,1,3,988,146,753,56.0,76.0,954.0,787.0,2.1,1.66,769,0
70,2,3997,0,1,0,1,3,535,1063,835,326.0,32.0,82.0,1310.0,2.75,1.4,1855,0
70,2,3997,0,1,0,1,3,25,515,20,75.0,73.0,802.0,805.0,1.83,1.83,4188,0
70,2,3997,0,1,0,1,3,773,1004,786,167.0,4.0,307.0,4595.0,9.0,1.07,800,0
70,2,3998,0,1,0,4,3,852,162,656,69.0,74.0,860.0,805.0,1.61,2.3,3545,0
70,2,3998,0,1,0,4,3,197,884,692,53.0,65.0,968.0,869.0,1.72,2.1,1204,0
70,2,3998,0,1,0,4,3,988,1063,753,56.0,32.0,954.0,1310.0,2.1,1.72,4188,0
70,2,3998,0,1,0,4,3,25,1004,786,75.0,4.0,802.0,4595.0,5.0,1.16,4462,0
70,2,3999,0,1,0,6,3,852,884,656,69.0,65.0,860.0,869.0,1.61,2.3,5137,0
70,2,3999,0,1,0,6,3,988,1004,786,56.0,4.0,954.0,4595.0,5.0,1.16,1204,0
70,2,4000,0,1,0,7,3,1027,840,786,4.0,69.0,4595.0,860.0,1.25,4.0,5534,0
8,24,3996,0,1,2,0,3,691,398,310,67.0,90.0,860.0,609.0,1.3,3.4,1580,0
8,24,3996,0,1,2,0,3,523,462,405,191.0,192.0,269.0,267.0,1.4,2.75,4188,0
8,24,3996,0,1,2,0,3,264,547,431,92.0,45.0,603.0,1020.0,2.1,1.66,2050,0
8,24,3996,0,1,2,0,3,401,479,309,129.0,134.0,422.0,400.0,2.37,1.53,4334,0
8,24,3996,0,1,2,0,3,378,381,296,492.0,103.0,13.0,547.0,8.0,1.08,5,0
8,24,3997,0,1,2,0,3,203,899,156,118.0,71.0,493.0,826.0,3.0,1.36,2939,0
8,24,3997,0,1,2,0,3,346,601,471,37.0,59.0,1233.0,935.0,1.53,2.37,3203,0
8,24,3997,0,1,2,0,3,9,1010,6,41.0,256.0,1046.0,170.0,1.36,3.0,4947,0
8,24,3997,0,1,2,0,3,1003,558,439,257.0,112.0,170.0,521.0,3.5,1.28,412,0
8,24,3997,0,1,2,0,3,238,471,191,57.0,94.0,952.0,600.0,1.66,2.1,5467,0
8,24,3997,0,1,2,0,3,53,755,589,111.0,58.0,523.0,950.0,3.4,1.3,4373,0
8,24,3997,0,1,2,0,3,326,514,251,28.0,123.0,1450.0,456.0,1.28,3.5,3545,0
8,24,3998,0,1,2,1,3,203,9,6,118.0,41.0,493.0,1046.0,2.75,1.4,139,0
8,24,3998,0,1,2,1,3,942,397,719,27.0,129.0,1485.0,422.0,1.25,3.75,5082,0
8,24,3998,0,1,2,1,3,766,547,431,58.0,45.0,950.0,1020.0,1.53,2.37,2118,0
8,24,3998,0,1,2,1,3,561,601,439,112.0,59.0,521.0,935.0,1.4,2.75,3911,0
8,24,3998,0,1,2,1,3,238,795,620,57.0,24.0,952.0,1560.0,1.61,2.2,1406,0
8,24,3998,0,1,2,1,3,326,398,251,28.0,90.0,1450.0,609.0,1.18,4.5,1729,0
8,24,3998,0,1,2,1,3,828,518,405,29.0,191.0,1385.0,269.0,1.66,2.1,2861,0
8,24,3998,0,1,2,1,3,319,381,247,9.0,103.0,2625.0,547.0,1.72,2.0,1744,0
8,24,3999,0,1,2,4,3,552,921,719,45.0,27.0,1020.0,1485.0,2.5,1.53,139,0
8,24,3999,0,1,2,4,3,806,558,620,24.0,112.0,1560.0,521.0,1.61,2.3,1591,0
8,24,3999,0,1,2,4,3,523,9,6,191.0,41.0,269.0,1046.0,1.9,1.9,837,0
8,24,3999,0,1,2,4,3,326,318,251,28.0,9.0,1450.0,2625.0,1.66,2.2,2731,0
8,24,4000,0,1,2,6,3,806,921,719,24.0,27.0,1560.0,1485.0,2.37,1.57,1045,0
8,24,4000,0,1,2,6,3,326,9,251,28.0,41.0,1450.0,1046.0,1.57,2.37,3482,0
8,24,4001,0,1,2,7,3,326,921,719,28.0,27.0,1450.0,1485.0,1.72,2.1,4427,0
44,45,3995,1,1,2,0,3,324,486,250,124.0,80.0,452.0,659.0,1.8,1.9,4304,0
44,45,3995,1,1,2,0,3,548,788,613,98.0,128.0,565.0,427.0,2.1,1.66,31,0
44,45,3995,1,1,2,0,3,419,87,325,85.0,78.0,647.0,749.0,2.0,1.72,1726,0
44,45,3995,1,1,2,0,3,1041,184,140,179.0,84.0,291.0,647.0,2.0,1.72,346,0
44,45,3995,1,1,2,0,3,1052,912,807,70.0,99.0,860.0,561.0,1.22,4.0,4334,0
44,45,3995,1,1,2,0,3,465,626,488,126.0,66.0,434.0,861.0,2.37,1.53,4427,0
44,45,3996,1,1,2,0,3,126,506,98,72.0,93.0,819.0,601.0,2.0,1.72,5569,0
44,45,3996,1,1,2,0,3,266,955,748,116.0,281.0,501.0,135.0,1.61,2.2,1483,0
44,45,3996,1,1,2,0,3,449,1116,349,44.0,195.0,1023.0,265.0,1.28,3.5,2663,0
44,45,3996,1,1,2,0,3,472,811,630,101.0,172.0,557.0,301.0,2.1,1.66,473,0
44,45,3996,1,1,2,0,3,764,296,586,77.0,51.0,776.0,980.0,2.75,1.4,4102,0
44,45,3996,1,1,2,0,3,824,489,383,87.0,61.0,626.0,889.0,2.2,1.61,4427,0
44,45,3996,1,1,2,0,3,782,294,602,43.0,178.0,1027.0,292.0,1.3,3.4,4334,0
44,45,3996,1,1,2,0,3,985,1007,789,173.0,46.0,300.0,1009.0,2.2,1.61,2067,0
44,45,3996,1,1,2,0,3,371,879,284,122.0,49.0,465.0,996.0,3.0,1.36,5467,0
44,45,3997,1,1,2,0,3,560,560,441,206.0,52.0,244.0,975.0,4.0,1.22,2090,0
44,45,3996,1,1,2,1,3,1032,135,790,40.0,72.0,1060.0,819.0,1.53,2.37,2731,0
44,45,3996,1,1,2,1,3,419,275,213,85.0,34.0,647.0,1280.0,2.75,1.4,173,0
44,45,3996,1,1,2,1,3,671,322,517,10.0,124.0,2625.0,452.0,1.18,4.5,3545,0
44,45,3997,1,1,2,1,3,498,1030,807,8.0,70.0,2890.0,860.0,1.8,1.9,1633,0
44,45,3997,1,1,2,1,3,173,184,131,17.0,84.0,1940.0,647.0,1.36,3.0,5751,0
44,45,3997,1,1,2,1,3,630,367,287,66.0,137.0,861.0,393.0,1.27,3.81,1855,0
44,45,3997,1,1,2,1,3,495,428,383,61.0,38.0,889.0,1108.0,1.53,2.37,1199,0
