Tournament,Country,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Cluster
178,39,0,3,1,0,0,3,873,994,672,20.0,112.0,1425.0,381.0,1.1,6.0,5082,2
178,39,0,3,1,0,0,3,899,1072,842,132.0,917.0,326.0,9.0,1.66,2.1,783,0
178,39,1,3,1,0,0,3,1144,405,877,27.0,109.0,1200.0,391.0,1.19,4.0,2619,2
178,39,1,3,1,0,0,3,244,311,241,136.0,31.0,315.0,1150.0,7.0,1.07,1388,2
178,39,1,3,1,0,0,3,76,496,62,42.0,71.0,811.0,541.0,1.19,4.0,2990,2
178,39,1,3,1,0,0,3,1,12,9,44.0,88.0,781.0,469.0,1.39,2.75,1388,2
178,39,1,3,1,0,0,3,343,573,262,73.0,98.0,536.0,410.0,1.61,2.2,5091,2
178,39,1,3,1,0,0,3,706,727,568,66.0,3.0,587.0,3635.0,11.0,1.02,129,2
178,39,1,3,1,0,0,3,1147,952,879,63.0,119.0,595.0,364.0,1.33,3.0,547,0
178,39,1,3,1,0,0,3,136,639,500,96.0,50.0,415.0,712.0,2.0,1.72,129,2
178,39,1,3,1,0,0,3,949,746,726,97.0,68.0,415.0,567.0,2.87,1.36,5091,2
178,39,1,3,1,0,0,3,135,715,558,130.0,28.0,330.0,1180.0,8.0,1.05,2050,2
178,39,1,3,1,0,0,3,708,98,544,67.0,104.0,576.0,403.0,1.39,2.75,2969,2
178,39,1,3,1,0,0,3,659,958,750,85.0,38.0,475.0,925.0,2.1,1.66,473,2
178,39,1,3,1,0,0,3,431,321,335,80.0,259.0,488.0,141.0,1.44,2.62,1021,0
178,39,1,3,1,0,0,3,475,1048,824,14.0,105.0,1545.0,402.0,1.9,1.8,5658,2
178,39,2,3,1,0,1,3,76,12,62,42.0,88.0,811.0,469.0,1.8,1.9,1744,2
178,39,2,3,1,0,1,3,725,1120,879,28.0,63.0,1180.0,595.0,1.28,3.5,4397,2
178,39,2,3,1,0,1,3,1144,1072,877,27.0,917.0,1200.0,9.0,1.25,3.75,2013,0
178,39,3,3,1,0,1,3,343,311,241,73.0,31.0,536.0,1150.0,5.0,1.14,871,2
178,39,3,3,1,0,1,3,741,639,568,3.0,50.0,3635.0,712.0,1.02,11.0,3015,2
178,39,3,3,1,0,1,3,986,430,335,38.0,80.0,925.0,488.0,1.36,3.0,2530,2
178,39,3,3,1,0,1,3,1077,930,824,105.0,97.0,402.0,415.0,2.75,1.39,3784,0
178,39,4,3,1,0,4,3,1144,861,672,27.0,20.0,1200.0,1425.0,3.39,1.3,3350,2
178,39,4,3,1,0,4,3,741,311,568,3.0,31.0,3635.0,1150.0,1.11,6.0,3512,2
178,39,4,3,1,0,4,3,431,1048,824,80.0,105.0,488.0,402.0,1.66,2.1,1406,2
178,39,4,3,1,0,4,3,76,1120,62,42.0,63.0,811.0,595.0,2.25,1.57,3482,2
178,39,5,3,1,0,6,3,873,727,568,20.0,3.0,1425.0,3635.0,8.0,1.06,837,2
178,39,5,3,1,0,6,3,76,1048,62,42.0,105.0,811.0,402.0,1.33,3.25,5091,2
178,39,6,3,1,0,7,3,76,727,568,42.0,3.0,811.0,3635.0,11.0,1.02,2785,2
12,40,0,3,1,0,0,3,1091,816,835,59.0,432.0,640.0,64.0,1.097,7.305,3015,0
12,40,1,3,1,0,0,3,574,887,695,290.0,100.0,124.0,408.0,2.1,1.66,3203,0
12,40,1,3,1,0,0,3,946,528,722,84.0,79.0,476.0,488.0,1.44,2.62,4893,0
12,40,1,3,1,0,0,3,22,602,472,40.0,24.0,854.0,1230.0,1.8,1.9,2067,0
12,40,1,3,1,0,0,3,433,33,336,60.0,166.0,605.0,259.0,1.39,2.75,5119,0
12,40,1,3,1,0,0,3,768,972,764,25.0,87.0,1215.0,475.0,1.53,2.37,1323,0
12,40,1,3,1,0,0,3,600,667,468,19.0,52.0,1435.0,694.0,1.19,4.0,3482,0
12,40,1,3,1,0,0,3,1165,442,344,57.0,53.0,647.0,685.0,1.9,1.8,4462,0
12,40,1,3,1,0,0,3,351,66,268,13.0,131.0,1590.0,330.0,1.02,11.0,5103,0
12,40,1,3,1,0,0,3,522,156,117,65.0,413.0,588.0,69.0,1.39,2.75,924,0
12,40,1,3,1,0,0,3,651,76,503,30.0,82.0,1165.0,481.0,1.28,3.25,5751,0
12,40,1,3,1,0,0,3,938,900,704,81.0,58.0,485.0,646.0,1.53,2.37,5291,0
12,40,1,3,1,0,0,3,1119,1076,856,69.0,34.0,548.0,1041.0,2.37,1.53,2518,0
12,40,1,3,1,0,0,3,307,1146,898,21.0,99.0,1410.0,409.0,1.08,6.5,1582,0
12,40,2,3,1,0,1,3,902,905,695,100.0,107.0,408.0,394.0,1.33,3.25,4188,0
12,40,2,3,1,0,1,3,600,926,722,19.0,84.0,1435.0,476.0,1.33,3.25,4427,0
12,40,2,3,1,0,1,3,351,900,268,13.0,58.0,1590.0,646.0,1.07,7.5,2969,0
12,40,3,3,1,0,1,3,607,972,764,24.0,87.0,1230.0,475.0,1.44,2.62,4373,0
12,40,3,3,1,0,1,3,444,1146,344,53.0,99.0,685.0,409.0,1.39,2.75,3545,0
12,40,3,3,1,0,1,3,433,643,503,60.0,30.0,605.0,1165.0,2.62,1.44,2162,0
12,40,3,3,1,0,1,3,151,978,117,413.0,16.0,69.0,1480.0,6.5,1.1,4727,0
12,40,3,3,1,0,1,3,1091,1091,856,59.0,69.0,640.0,548.0,1.61,2.2,3389,0
12,40,4,3,1,0,4,3,351,926,268,13.0,84.0,1590.0,476.0,1.1,6.5,3800,0
12,40,4,3,1,0,4,3,444,643,503,53.0,30.0,685.0,1165.0,2.25,1.57,1483,0
12,40,4,3,1,0,4,3,902,972,695,100.0,87.0,408.0,475.0,3.75,1.25,105,0
12,40,4,3,1,0,4,3,151,1091,856,413.0,69.0,69.0,548.0,3.25,1.33,1855,0
12,40,5,3,1,0,6,3,351,643,268,13.0,30.0,1590.0,1165.0,1.39,2.75,3482,0
12,40,5,3,1,0,6,3,902,1091,856,100.0,69.0,408.0,548.0,3.25,1.33,4462,0
12,40,6,3,1,0,7,5,351,1091,268,13.0,69.0,1590.0,548.0,1.22,4.0,4188,0
79,45,0,3,1,1,0,3,788,357,278,693.0,103.0,22.0,405.0,5.5,1.12,731,0
79,45,0,3,1,1,0,3,993,813,758,49.0,176.0,730.0,246.0,2.5,1.5,1729,0
79,45,1,3,1,1,0,3,278,1089,854,177.0,134.0,241.0,317.0,1.61,2.2,4695,0
79,45,1,3,1,1,0,3,686,852,528,135.0,179.0,316.0,239.0,1.53,2.37,4280,0
79,45,1,3,1,1,0,3,141,723,565,126.0,213.0,348.0,186.0,2.75,1.4,1543,0
79,45,1,3,1,1,0,3,547,710,426,150.0,102.0,279.0,405.0,2.25,1.57,5751,0
79,45,1,3,1,1,0,3,227,236,185,142.0,29.0,303.0,1170.0,6.5,1.08,4462,0
79,45,1,3,1,1,0,3,714,1085,550,129.0,153.0,338.0,273.0,1.61,2.2,4188,0
79,45,1,3,1,1,0,3,201,1070,840,157.0,110.0,267.0,386.0,1.57,2.25,1582,0
79,45,1,3,1,1,0,3,259,99,207,111.0,106.0,385.0,400.0,2.5,1.5,3015,0
79,45,1,3,1,1,0,3,931,123,88,48.0,121.0,733.0,362.0,2.37,1.53,2067,0
79,45,1,3,1,1,0,3,894,1069,690,39.0,251.0,863.0,148.0,1.06,7.5,674,0
79,45,1,3,1,1,0,3,765,365,285,101.0,92.0,407.0,435.0,1.53,2.37,969,0
79,45,1,3,1,1,0,3,1088,109,832,274.0,158.0,131.0,266.0,2.25,1.57,2990,0
79,45,1,3,1,1,0,3,1129,673,526,493.0,277.0,50.0,129.0,2.31,1.709,426,0
79,45,2,3,1,1,1,3,1117,123,854,134.0,121.0,317.0,362.0,3.0,1.36,5751,0
79,45,2,3,1,1,1,3,365,675,528,103.0,135.0,405.0,316.0,1.3,3.39,871,0
79,45,2,3,1,1,1,3,993,542,758,49.0,150.0,730.0,279.0,1.53,2.37,2663,0
79,45,2,3,1,1,1,3,684,365,285,277.0,92.0,129.0,435.0,2.75,1.39,156,0
79,45,2,3,1,1,1,3,714,236,550,129.0,29.0,338.0,1170.0,4.0,1.22,4102,0
79,45,2,3,1,1,1,3,736,265,207,213.0,111.0,186.0,385.0,1.5,2.5,1388,0
79,45,2,3,1,1,1,3,894,1070,690,39.0,110.0,863.0,386.0,1.16,4.5,3111,0
79,45,3,3,1,1,4,3,1088,966,758,274.0,49.0,131.0,730.0,3.5,1.28,871,0
79,45,3,3,1,1,4,3,373,1089,285,92.0,134.0,435.0,317.0,1.9,1.8,3333,0
79,45,5,3,1,1,4,3,259,882,690,111.0,39.0,385.0,863.0,2.37,1.53,4462,0
79,45,5,3,1,1,4,3,714,675,550,129.0,135.0,338.0,316.0,1.44,2.62,4150,0
79,45,5,3,1,1,6,3,373,966,758,92.0,49.0,435.0,730.0,2.62,1.44,4397,2
79,45,5,3,1,1,6,3,894,704,690,39.0,129.0,863.0,338.0,1.559,2.69,5611,2
79,45,6,3,1,1,7,3,993,882,690,49.0,39.0,730.0,863.0,2.25,1.57,4572,2
145,27,7,3,1,0,0,3,915,76,702,128.0,90.0,345.0,446.0,1.61,2.2,4311,0
145,27,7,3,1,0,0,3,579,1070,840,99.0,104.0,414.0,403.0,1.57,2.25,156,0
145,27,7,3,1,0,0,3,381,1075,292,21.0,110.0,1295.0,381.0,1.1,6.0,2948,0
145,27,7,3,1,0,0,3,431,1061,833,76.0,120.0,513.0,364.0,1.44,2.62,3138,0
145,27,7,3,1,0,0,3,877,994,676,46.0,109.0,739.0,381.0,1.36,2.87,1663,0
145,27,7,3,1,0,0,3,765,1048,824,101.0,81.0,407.0,475.0,2.75,1.39,5291,0
145,27,8,3,1,0,0,3,638,11,494,184.0,112.0,228.0,377.0,1.72,2.0,5534,0
145,27,8,3,1,0,0,3,886,142,104,224.0,148.0,170.0,284.0,2.0,1.72,3280,0
145,27,8,3,1,0,0,3,136,85,105,94.0,142.0,437.0,297.0,1.39,2.75,3834,0
145,27,8,3,1,0,0,3,1028,643,503,311.0,31.0,108.0,1165.0,6.0,1.1,1406,0
145,27,8,3,1,0,0,3,113,1137,88,118.0,487.0,371.0,52.0,1.4489999999999998,2.655,5569,0
145,27,8,3,1,0,0,3,444,952,745,49.0,133.0,710.0,317.0,1.28,3.25,5348,0
145,27,8,3,1,0,0,3,695,930,535,91.0,80.0,444.0,481.0,1.83,1.83,4119,0
145,27,8,3,1,0,0,3,530,412,320,463.0,54.0,57.0,655.0,6.8,1.109,1543,0
145,27,9,3,1,0,0,3,835,1010,641,12.0,92.0,1611.0,441.0,1.16,4.5,2969,0
145,27,9,3,1,0,1,3,1077,643,503,81.0,31.0,475.0,1165.0,4.0,1.22,1543,0
145,27,9,3,1,0,1,3,136,412,105,94.0,54.0,437.0,655.0,2.2,1.61,5611,0
145,27,9,3,1,0,1,3,877,1147,899,46.0,233.0,739.0,163.0,1.39,2.75,501,0
145,27,9,3,1,0,1,3,915,142,702,128.0,148.0,345.0,284.0,1.39,2.75,2969,0
145,27,10,3,1,0,1,3,1089,687,535,120.0,91.0,364.0,444.0,2.25,1.57,4462,0
145,27,10,3,1,0,1,3,835,633,641,12.0,184.0,1611.0,228.0,1.08,7.0,2969,0
145,27,10,3,1,0,1,3,1096,375,292,104.0,21.0,403.0,1295.0,8.5,1.05,426,0
145,27,10,3,1,0,1,3,113,952,88,118.0,133.0,371.0,317.0,2.25,1.57,389,0
145,27,11,3,1,0,4,3,651,897,702,31.0,128.0,1165.0,345.0,1.44,2.62,1146,0
145,27,11,3,1,0,4,3,381,123,292,21.0,118.0,1295.0,371.0,1.08,7.0,3512,0
145,27,11,3,1,0,4,3,1176,143,105,233.0,94.0,163.0,437.0,2.75,1.39,1483,0
145,27,11,3,1,0,4,3,695,825,535,91.0,12.0,444.0,1611.0,5.5,1.12,2936,0
145,27,12,3,1,0,6,3,915,375,292,128.0,21.0,345.0,1295.0,4.0,1.22,412,0
145,27,12,3,1,0,6,3,136,687,105,94.0,91.0,437.0,444.0,1.66,2.1,4188,0
145,27,13,3,1,0,7,3,136,375,292,94.0,21.0,437.0,1295.0,3.75,1.25,2067,2
149,45,7,3,1,2,0,3,714,592,550,116.0,106.0,373.0,393.0,1.36,2.87,3512,2
149,45,7,3,1,2,0,3,614,1032,809,139.0,119.0,302.0,367.0,2.1,1.66,871,2
149,45,7,3,1,2,0,3,259,813,207,124.0,299.0,350.0,116.0,1.53,2.37,5091,2
149,45,7,3,1,2,0,3,899,357,278,130.0,98.0,330.0,415.0,4.0,1.19,173,2
149,45,8,3,1,2,0,3,141,99,110,125.0,107.0,348.0,390.0,3.0,1.33,5194,2
149,45,8,3,1,2,0,3,1116,572,452,864.0,114.0,11.0,374.0,2.75,1.39,4427,0
149,45,8,3,1,2,0,3,87,250,70,103.0,131.0,403.0,329.0,1.57,2.25,4102,2
149,45,8,3,1,2,0,3,721,66,47,141.0,129.0,300.0,331.0,1.39,2.75,1483,2
149,45,8,3,1,2,0,3,339,1116,261,150.0,621.0,276.0,30.0,1.25,3.5,5549,0
149,45,8,3,1,2,0,3,227,802,625,146.0,111.0,290.0,381.0,1.66,2.1,1953,2
149,45,8,3,1,2,0,3,775,295,597,144.0,432.0,294.0,63.0,1.36,2.87,3512,0
149,45,8,3,1,2,0,3,296,365,285,288.0,78.0,123.0,504.0,2.25,1.57,31,2
149,45,8,3,1,2,0,3,847,910,652,234.0,202.0,163.0,195.0,2.03,1.7225,5209,2
149,45,8,3,1,2,0,3,491,496,388,73.0,69.0,525.0,541.0,1.53,2.37,1953,2
149,45,9,3,1,2,0,3,42,1144,33,72.0,255.0,530.0,143.0,1.28,3.25,284,2
149,45,9,3,1,2,0,3,926,723,565,115.0,164.0,373.0,255.0,3.0,1.33,1406,2
149,45,9,3,1,2,1,3,881,1032,678,4.0,119.0,3590.0,367.0,1.08,7.0,5721,2
149,45,9,3,1,2,1,3,714,882,690,116.0,40.0,373.0,838.0,2.75,1.39,5708,2
149,45,9,3,1,2,1,3,365,966,278,98.0,42.0,415.0,810.0,2.25,1.57,4150,2
149,45,9,3,1,2,1,3,141,969,761,125.0,43.0,348.0,800.0,2.37,1.53,1204,2
149,45,9,3,1,2,1,3,373,688,285,78.0,33.0,504.0,1095.0,3.25,1.33,69,2
149,45,9,3,1,2,1,3,584,496,388,62.0,69.0,603.0,541.0,1.72,2.0,4462,2
149,45,9,3,1,2,1,3,578,908,452,114.0,59.0,374.0,623.0,2.25,1.57,4065,2
149,45,9,3,1,2,1,3,433,802,625,61.0,111.0,605.0,381.0,1.28,3.5,4427,2
149,45,9,3,1,2,1,3,59,444,47,129.0,24.0,331.0,1206.0,4.5,1.16,4290,2
149,45,9,3,1,2,1,3,736,316,245,164.0,68.0,255.0,555.0,1.83,1.83,1802,2
149,45,9,3,1,2,1,3,501,265,387,26.0,124.0,1185.0,350.0,1.28,3.5,5137,2
149,45,9,3,1,2,1,3,628,765,597,63.0,144.0,603.0,294.0,1.22,4.0,473,2
149,45,9,3,1,2,1,3,140,47,109,55.0,72.0,655.0,530.0,2.1,1.66,4956,2
149,45,10,3,1,2,1,3,87,71,51,103.0,45.0,403.0,742.0,2.25,1.57,1543,2
149,45,10,3,1,2,1,3,231,337,185,30.0,150.0,1170.0,276.0,1.25,3.75,3545,2
149,45,10,3,1,2,1,3,134,835,652,281.0,234.0,127.0,163.0,3.25,1.33,2282,0
149,45,10,3,1,2,2,3,365,969,278,98.0,43.0,415.0,800.0,1.66,2.1,2451,2
149,45,10,3,1,2,2,3,578,365,285,114.0,78.0,374.0,504.0,2.25,1.57,800,2
149,45,10,3,1,2,2,3,501,496,387,26.0,69.0,1185.0,541.0,1.33,3.25,2642,2
149,45,10,3,1,2,2,3,847,71,51,234.0,45.0,163.0,742.0,3.75,1.25,473,2
149,45,10,3,1,2,2,3,231,802,185,30.0,111.0,1170.0,381.0,1.14,5.0,2969,2
149,45,11,3,1,2,2,3,140,882,690,55.0,40.0,655.0,838.0,2.5,1.5,4397,2
149,45,11,3,1,2,2,3,881,765,678,4.0,144.0,3590.0,294.0,1.03,10.0,3512,2
149,45,11,3,1,2,4,3,59,71,51,129.0,45.0,331.0,742.0,3.75,1.25,1543,2
149,45,11,3,1,2,4,3,231,365,185,30.0,78.0,1170.0,504.0,1.22,4.0,3482,2
149,45,11,3,1,2,4,3,881,357,278,4.0,98.0,3590.0,415.0,1.08,7.0,4260,2
149,45,12,3,1,2,4,3,894,494,690,40.0,26.0,838.0,1185.0,2.37,1.53,1344,2
149,45,12,3,1,2,6,3,64,357,278,45.0,98.0,742.0,415.0,2.1,1.66,4936,2
149,45,12,3,1,2,6,3,231,882,185,30.0,40.0,1170.0,838.0,1.72,2.0,4188,2
111,15,7,4,1,0,0,3,123,515,403,136.0,64.0,310.0,586.0,2.36,1.5903333333333334,3261,0
111,15,7,4,1,0,0,3,850,528,654,147.0,87.0,290.0,458.0,1.875,1.88,4150,0
111,15,7,4,1,0,0,3,1031,1120,879,1473.0,93.0,1.0,440.0,12.0,1.045,446,0
111,15,7,4,1,0,0,3,967,699,738,132.0,84.0,329.0,469.0,2.87,1.36,4543,0
111,15,7,4,1,0,0,3,659,926,722,83.0,77.0,469.0,506.0,2.2,1.61,4427,0
111,15,7,4,1,0,0,3,62,1146,50,357.0,105.0,85.0,397.0,4.0,1.19,4150,0
111,15,7,4,1,0,0,3,1011,696,542,168.0,67.0,249.0,556.0,4.5,1.16,173,0
111,15,8,4,1,0,0,3,1117,405,854,121.0,108.0,357.0,386.0,1.53,2.37,5103,0
111,15,8,4,1,0,0,3,92,190,145,292.0,100.0,122.0,410.0,3.25,1.28,1483,0
111,15,8,4,1,0,0,3,1165,387,891,57.0,140.0,647.0,302.0,1.39,2.75,1973,0
111,15,8,4,1,0,0,3,12,1063,835,82.0,58.0,472.0,640.0,2.5,1.5,4373,0
111,15,8,4,1,0,0,3,902,91,695,79.0,138.0,483.0,304.0,1.8,1.9,2969,0
111,15,8,4,1,0,0,3,128,746,582,85.0,66.0,464.0,557.0,4.5,1.16,5233,0
111,15,8,4,1,0,0,3,999,697,764,95.0,65.0,435.0,585.0,1.61,2.2,2990,0
111,15,8,4,1,0,0,3,1095,915,716,122.0,89.0,353.0,450.0,2.1,1.66,4462,0
111,15,8,4,1,0,0,3,30,545,22,167.0,208.0,250.0,185.0,2.75,1.39,4102,0
111,15,8,4,1,0,1,3,879,1120,879,36.0,93.0,1011.0,440.0,2.5,1.5,3811,0
111,15,8,4,1,0,1,3,967,1076,738,132.0,34.0,329.0,1041.0,4.0,1.22,3230,0
111,15,9,4,1,0,1,3,1,1089,854,44.0,121.0,781.0,357.0,1.36,3.0,2090,0
111,15,9,4,1,0,1,3,759,669,582,66.0,37.0,557.0,965.0,1.57,2.25,4290,0
111,15,9,4,1,0,1,3,902,757,591,79.0,23.0,483.0,1215.0,2.62,1.44,3954,0
111,15,9,4,1,0,1,3,946,639,722,77.0,52.0,506.0,662.0,2.0,1.72,4188,0
111,15,9,4,1,0,1,3,850,209,161,147.0,7.0,290.0,2045.0,5.5,1.12,1388,0
111,15,9,4,1,0,1,3,76,515,62,38.0,64.0,906.0,586.0,1.22,4.0,5272,0
111,15,9,4,1,0,1,3,999,861,672,95.0,16.0,435.0,1485.0,3.5,1.28,5327,0
111,15,9,4,1,0,1,3,1165,789,891,57.0,41.0,647.0,825.0,2.37,1.53,2212,0
111,15,9,4,1,0,1,3,1144,915,716,25.0,89.0,1200.0,450.0,1.53,2.37,2067,0
111,15,9,4,1,0,1,3,1091,24,835,58.0,48.0,640.0,724.0,1.8,1.9,4087,0
111,15,9,4,1,0,1,3,307,696,542,20.0,67.0,1340.0,556.0,1.39,2.75,1406,0
111,15,9,4,1,0,1,3,741,33,568,3.0,167.0,3750.0,250.0,1.01,13.0,2629,2
111,15,9,4,1,0,1,3,189,645,505,100.0,56.0,410.0,654.0,1.8,1.9,871,0
111,15,9,4,1,0,1,3,351,70,268,13.0,357.0,1590.0,85.0,1.03,10.0,3512,0
111,15,10,4,1,0,2,3,768,746,582,23.0,66.0,1215.0,557.0,2.0,1.72,2795,0
111,15,10,4,1,0,2,3,946,861,722,77.0,16.0,506.0,1485.0,3.25,1.33,4948,0
111,15,10,4,1,0,2,3,967,1120,879,132.0,93.0,329.0,440.0,3.5,1.28,4380,0
111,15,10,4,1,0,2,3,209,1089,161,7.0,121.0,2045.0,357.0,1.1,6.5,5569,0
111,15,10,4,1,0,2,3,654,345,268,56.0,13.0,654.0,1590.0,4.5,1.16,731,0
111,15,10,4,1,0,2,3,76,915,62,38.0,89.0,906.0,450.0,1.53,2.37,5534,0
111,15,10,4,1,0,2,3,706,1135,891,67.0,57.0,556.0,647.0,1.4,2.75,1855,0
111,15,10,4,1,0,2,3,741,1063,568,3.0,58.0,3750.0,640.0,1.04,9.0,3482,2
111,15,11,4,1,0,4,3,76,209,161,38.0,7.0,906.0,2045.0,3.25,1.33,1406,0
111,15,11,4,1,0,4,3,759,926,582,66.0,77.0,557.0,506.0,2.2,1.61,2990,0
111,15,11,4,1,0,4,3,1165,727,568,57.0,3.0,647.0,3750.0,11.0,1.02,412,2
111,15,11,4,1,0,4,3,351,1120,268,13.0,93.0,1590.0,440.0,1.25,3.75,3781,0
111,15,12,4,1,0,6,3,759,727,568,66.0,3.0,557.0,3750.0,11.0,1.02,501,2
111,15,13,4,1,0,7,5,741,345,568,3.0,13.0,3750.0,1590.0,1.12,5.5,3535,2
70,2,14,4,1,0,0,3,616,1070,840,160.0,98.0,261.0,415.0,1.85,1.933333333333333,1204,0
70,2,14,4,1,0,0,3,1175,952,898,105.0,130.0,397.0,327.0,2.2,1.61,2990,0
70,2,14,4,1,0,0,3,1165,628,490,51.0,162.0,688.0,260.0,1.16,4.5,3408,0
70,2,14,4,1,0,0,3,659,696,509,96.0,67.0,417.0,556.0,2.37,1.53,2354,0
70,2,14,4,1,0,0,3,1089,76,54,122.0,91.0,354.0,446.0,2.0,1.72,1406,0
70,2,15,4,1,0,0,3,522,190,403,77.0,102.0,511.0,400.0,2.37,1.53,3015,0
70,2,15,4,1,0,0,3,850,562,443,140.0,150.0,300.0,273.0,1.862,2.06,837,0
70,2,15,4,1,0,0,3,938,897,716,112.0,106.0,380.0,395.0,1.9,1.8,3512,0
70,2,15,4,1,0,0,3,939,687,535,225.0,80.0,168.0,499.0,3.75,1.22,1204,0
70,2,15,4,1,0,0,3,533,33,414,89.0,154.0,448.0,265.0,1.66,2.1,4119,0
70,2,15,4,1,0,0,3,946,1063,835,69.0,68.0,551.0,555.0,2.25,1.57,473,0
70,2,15,4,1,0,0,3,1147,405,879,93.0,110.0,440.0,382.0,1.08,6.5,3111,0
70,2,15,4,1,0,0,3,902,12,9,81.0,83.0,492.0,469.0,2.62,1.44,800,0
70,2,15,4,1,0,0,3,518,994,401,215.0,111.0,176.0,381.0,2.0,1.72,5373,0
70,2,16,4,1,0,1,3,209,1120,879,7.0,93.0,2115.0,440.0,1.36,3.0,1855,0
70,2,16,4,1,0,1,3,1091,865,835,68.0,33.0,555.0,1011.0,1.39,2.75,5119,0
70,2,16,4,1,0,1,3,22,12,9,48.0,83.0,724.0,469.0,1.66,2.1,800,0
70,2,16,4,1,0,1,3,351,515,268,13.0,77.0,1590.0,511.0,1.06,8.0,5119,0
70,2,16,4,1,0,1,3,518,643,503,215.0,36.0,176.0,955.0,5.5,1.12,4494,0
70,2,16,4,1,0,1,3,659,0,509,96.0,45.0,417.0,781.0,2.1,1.66,3545,0
70,2,16,4,1,0,1,3,444,573,453,53.0,99.0,665.0,414.0,1.57,2.25,1388,0
70,2,16,4,1,0,1,3,381,628,292,17.0,162.0,1465.0,260.0,1.04,9.0,3545,0
70,2,16,4,1,0,1,3,1175,602,472,105.0,23.0,397.0,1220.0,2.87,1.36,4462,0
70,2,16,4,1,0,1,3,1144,687,877,25.0,80.0,1200.0,499.0,1.66,2.1,2470,0
70,2,16,4,1,0,1,3,67,412,320,91.0,52.0,446.0,665.0,2.25,1.57,5,0
70,2,16,4,1,0,1,3,800,915,614,41.0,112.0,825.0,380.0,2.0,1.72,3944,0
70,2,16,4,1,0,1,3,566,825,641,150.0,10.0,273.0,1641.0,5.82,1.19,871,0
70,2,16,4,1,0,1,3,680,1060,523,35.0,217.0,965.0,175.0,1.16,4.5,2833,0
70,2,17,4,1,0,2,3,659,602,472,96.0,23.0,417.0,1220.0,2.25,1.57,2036,0
70,2,17,4,1,0,2,3,1147,12,879,93.0,83.0,440.0,469.0,1.44,2.62,3376,0
70,2,17,4,1,0,2,3,381,573,453,17.0,99.0,1465.0,414.0,1.1,6.5,4048,0
70,2,17,4,1,0,2,3,414,825,320,52.0,10.0,665.0,1641.0,3.25,1.33,4150,0
70,2,17,4,1,0,2,3,680,1063,835,35.0,68.0,965.0,555.0,2.62,1.44,2504,0
70,2,17,4,1,0,2,3,651,528,503,36.0,89.0,955.0,448.0,1.39,2.75,5103,0
70,2,17,4,1,0,2,3,1096,345,268,98.0,13.0,415.0,1590.0,8.0,1.06,1406,0
70,2,18,4,1,0,4,3,1091,412,835,68.0,52.0,555.0,665.0,1.61,2.2,3512,0
70,2,18,4,1,0,4,3,579,643,503,99.0,36.0,414.0,955.0,2.75,1.39,1946,0
70,2,18,4,1,0,4,3,351,1117,268,13.0,25.0,1590.0,1200.0,1.14,5.0,4014,0
70,2,18,4,1,0,4,3,607,1120,879,23.0,93.0,1220.0,440.0,2.5,1.5,1406,0
70,2,19,4,1,0,6,3,1091,643,835,68.0,36.0,555.0,955.0,1.66,2.1,1122,0
70,2,19,4,1,0,6,3,1147,345,268,93.0,13.0,440.0,1590.0,3.25,1.33,129,0
70,2,20,4,1,0,7,5,351,1063,268,13.0,68.0,1590.0,555.0,1.22,4.0,577,0
112,45,14,3,1,2,0,3,140,496,388,54.0,78.0,665.0,511.0,1.83,1.83,4844,2
112,45,14,3,1,2,0,3,373,908,285,70.0,59.0,546.0,623.0,1.57,2.25,4188,2
112,45,14,3,1,2,0,3,42,165,126,73.0,47.0,534.0,730.0,1.83,1.83,5341,2
112,45,14,3,1,2,0,3,678,391,521,50.0,34.0,688.0,970.0,4.0,1.19,246,2
112,45,14,3,1,2,0,3,19,969,761,30.0,44.0,1115.0,800.0,1.28,3.25,4834,2
112,45,15,3,1,2,0,3,628,577,486,62.0,61.0,598.0,603.0,1.53,2.37,3545,2
112,45,15,3,1,2,0,3,629,404,315,236.0,414.0,154.0,66.0,1.66,2.1,2809,0
112,45,15,3,1,2,0,3,317,966,246,345.0,42.0,91.0,810.0,4.5,1.16,1654,0
112,45,15,3,1,2,0,3,64,444,345,43.0,26.0,807.0,1181.0,2.2,1.61,1388,2
112,45,15,3,1,2,0,3,730,1144,561,75.0,258.0,515.0,138.0,1.61,2.2,631,0
112,45,15,3,1,2,0,3,87,432,336,100.0,64.0,408.0,590.0,2.0,1.72,1483,2
112,45,16,3,1,2,0,3,365,36,278,63.0,76.0,595.0,513.0,1.39,2.75,4188,2
112,45,16,3,1,2,0,3,491,402,313,74.0,27.0,525.0,1180.0,2.5,1.5,1483,2
112,45,16,3,1,2,0,3,3,593,3,6.0,109.0,2275.0,389.0,1.07,7.0,2611,2
112,45,16,3,1,2,1,3,445,432,345,26.0,64.0,1181.0,590.0,1.44,2.62,4119,2
112,45,17,3,1,2,1,3,407,667,521,414.0,50.0,66.0,688.0,2.5,1.5,783,0
112,45,17,3,1,2,1,3,163,1032,126,47.0,115.0,730.0,377.0,1.8,1.9,1168,2
112,45,17,3,1,2,1,3,405,624,486,27.0,62.0,1180.0,598.0,1.39,2.75,2535,2
