Avg_Rank,Win_Percentage,Wins_Clay,Win_Percentage_Hard,Win_Percentage_Grass,Masters_1000_Wins,cluster
47.96907216494845,53.09278350515464,113.0,0.4175257731958763,0.0,1.0,1
12.513513513513514,70.27027027027027,0.0,0.8918918918918919,0.10810810810810811,0.0,3
93.02702702702703,38.73873873873874,57.0,0.6351351351351351,0.10810810810810811,10.0,2
22.16386554621849,78.57142857142857,87.0,0.5210084033613446,0.1134453781512605,62.0,3
35.994957983193274,60.50420168067227,364.0,0.34789915966386553,0.040336134453781515,55.0,3
93.93333333333334,34.166666666666664,58.0,0.4,0.11666666666666667,9.0,1
48.02777777777778,66.11111111111111,28.0,0.7333333333333333,0.1111111111111111,2.0,2
42.87630662020906,57.8397212543554,106.0,0.686411149825784,0.1289198606271777,84.0,3
59.71076923076923,51.38461538461539,149.0,0.48307692307692307,0.05846153846153846,10.0,3
129.275,30.0,22.0,0.35,0.1,2.0,1
86.38381201044386,39.947780678851174,223.0,0.3681462140992167,0.04960835509138381,18.0,1
55.48101265822785,50.63291139240506,30.0,0.569620253164557,0.05063291139240506,16.0,2
138.4516129032258,45.16129032258064,1.0,0.7741935483870968,0.1935483870967742,0.0,2
142.36363636363637,21.21212121212121,13.0,0.5757575757575758,0.030303030303030304,0.0,1
27.56697819314642,58.87850467289719,78.0,0.6542056074766355,0.102803738317757,46.0,3
137.03529411764706,36.470588235294116,30.0,0.5411764705882353,0.10588235294117647,0.0,2
55.12738853503185,52.22929936305732,98.0,0.31210191082802546,0.06369426751592357,10.0,1
48.47166361974406,55.94149908592322,75.0,0.716636197440585,0.14625228519195613,25.0,3
117.12096774193549,34.67741935483871,91.0,0.22580645161290322,0.04032258064516129,4.0,1
243.77777777777777,40.0,9.0,0.6222222222222222,0.17777777777777778,2.0,2
227.5625,50.0,28.0,0.09375,0.03125,0.0,1
120.6930693069307,37.62376237623762,28.0,0.594059405940594,0.12871287128712872,6.0,2
131.4468085106383,40.42553191489361,13.0,0.5957446808510638,0.1276595744680851,0.0,2
51.25874125874126,45.8041958041958,83.0,0.5944055944055944,0.11538461538461539,23.0,2
193.1818181818182,30.303030303030305,1.0,0.9090909090909091,0.06060606060606061,0.0,2
24.966265060240964,60.24096385542169,112.0,0.6072289156626506,0.12289156626506025,65.0,3
41.21327014218009,60.66350710900474,54.0,0.6540284360189573,0.09004739336492891,27.0,3
93.12765957446808,38.297872340425535,45.0,0.3723404255319149,0.14893617021276595,3.0,1
89.74193548387096,29.03225806451613,6.0,0.7096774193548387,0.1935483870967742,0.0,2
79.15730337078652,40.44943820224719,44.0,0.699438202247191,0.17696629213483145,14.0,2
78.93040293040293,45.05494505494506,118.0,0.43956043956043955,0.1282051282051282,12.0,1
59.48097826086956,46.19565217391305,204.0,0.39945652173913043,0.04619565217391304,31.0,3
